"Time [ns]","O(a3686:zdiff) [ohm]","O(a3687:zdiff) [ohm]","O(a3688:zdiff) [ohm]","O(a3689:zdiff) [ohm]","O(a3690:zdiff) [ohm]"
1.17241466003988,86.0070244877243,81.4445105567879,80.3975278573908,83.6996674531249,79.3623585983206
1.17931105791552,85.398283155505,80.8661574501916,79.8142398673952,83.0980109334145,78.7567633788146
1.18620745579116,84.7949132507805,80.294177795621,79.2444653785709,82.5146478667745,78.1607909641212
1.1931038536668,84.1941557458453,79.7323086913654,78.6910454028065,81.9480275601199,77.5809344181066
1.20000025154244,83.5964280373617,79.1842511342977,78.1549554340012,81.396908678413,77.0229742448278
1.20689664941808,83.0069874346433,78.6530892432999,77.6353319176571,80.8606825035576,76.4903894680883
1.21379304729372,82.4349064393256,78.1403750256464,77.1299433429993,80.3389511511706,75.9832067637278
1.22068944516936,81.8928301291356,77.6458534080654,76.6353317470248,79.8307510459354,75.4978496460835
1.227585843045,81.3973712212936,77.1660860646367,76.1463421949104,79.3329592887594,75.0255656890827
1.23448224092065,80.9594607329357,76.6959267003007,75.6586958447751,78.8410567813592,74.557308773985
1.24137863879629,80.5893365373651,76.2283722737785,75.1676644890361,78.3487595539016,74.0825438785146
1.24827503667193,80.4304356238652,75.905312659733,74.8177137615556,77.9631427537127,73.725418588101
1.25517143454757,80.7943984984124,76.1087058116796,74.9930260501788,77.9403560308947,73.8287560402512
1.26206783242321,81.3441879513302,76.816624255652,75.6846042322135,78.0399037867809,74.3890502486539
1.26896423029885,81.3199382886678,77.286425430462,76.1722398176976,77.7057203755602,74.7693271627473
1.27586062817449,81.0913355911663,77.5424843270905,76.4845078700742,77.2617453551543,74.9966157490191
1.28275702605013,80.8975098176084,77.6199842176888,76.6665223947459,76.9338338070996,75.1139809843237
1.28965342392577,80.8069315776742,77.6032083765322,76.8027565088681,76.7820686396646,75.2068205694388
1.29654982180141,80.8725731350691,77.5676879946988,76.9595959398491,76.840470008613,75.3459277348201
1.30344621967705,81.1075294158354,77.5695030887264,77.1769449996871,77.1030163724981,75.5765093963541
1.31034261755269,81.4951102381168,77.6455043262738,77.4716031787385,77.5377420385688,75.9215422502357
1.31723901542833,81.9983111318585,77.8146261905503,77.8413207271924,78.0978677299369,76.3853132069773
1.32413541330397,82.5716897268501,78.0791547123954,78.2697828929391,78.7341185915833,76.9563714904359
1.33103181117961,83.1724653083346,78.4300225145649,78.7341280173028,79.4036224852491,77.6125773482012
1.33792820905526,83.7681867648956,78.8518130158439,79.2114533836571,80.0748764499397,78.3253688957599
1.3448246069309,84.3404536089091,79.3273529447877,79.6839045999376,80.7289975546073,79.0639032888795
1.35172100480654,84.8848113679787,79.8413137925058,80.1417147997531,81.3581022827469,79.7990208034672
1.35861740268218,85.4077114830236,80.3824358716625,80.5839306002458,81.9620758502536,80.5067922125252
1.36551380055782,85.9218721231092,80.9442806978833,81.0170456540857,82.5450312025888,81.1712685657957
1.37241019843346,86.4414180338586,81.5246502614282,81.4521212105476,83.1124356783513,81.7860118299373
1.3793065963091,86.9778961808148,82.1240370119275,81.9012044357701,83.6693778623757,82.354092875972
1.38620299418474,87.5377982387061,82.7435828315906,82.3738657042886,84.219937340812,82.8864824199409
1.39309939206038,88.1217361415098,83.3830732179595,82.8745554545128,84.767272085272,83.3990784102512
1.39999578993602,88.7250251256784,84.0394400474288,83.4012538894497,85.3139204774123,83.9089166521325
1.40689218781166,89.3391998246515,84.7061447204785,83.9456447446542,85.8619264225276,84.4303196561581
1.4137885856873,89.9539357763024,85.3736577145513,84.4947981387468,86.4126556541636,84.9717975721886
1.42068498356294,90.5589478785348,86.0310744475835,85.0341290026181,86.966468475833,85.5344155768447
1.42758138143858,91.1456261879352,86.6687072644855,85.5511970963584,87.5226293545189,86.1121001609163
1.43447777931423,91.7083688815196,87.2812965396164,86.0397573696485,88.0798848576879,86.694005107162
1.44137417718987,92.2457049176306,87.8713098758613,86.503374999152,88.6379975055544,87.2686385137818
1.44827057506551,92.761321187843,88.4516948771446,86.957929495573,89.2002187757271,87.8290303678133
1.45516697294115,93.2650231348303,89.0474548403739,87.4324629563355,89.7763069899276,88.3778894860176
1.46206337081679,93.7735116645836,89.6955537552673,87.9680715284986,90.385367475334,88.9315671419288
1.46895976869243,94.3107221684671,90.4429072554546,88.6148432256771,91.0576320329025,89.5217883570227
1.47585616656807,94.9074070983636,91.342523987914,89.4271385934448,91.8343757442966,90.1945238113538
1.48275256444371,95.5996844702056,92.4481478115327,90.4577256863828,92.765482528483,91.005945971155
1.48964896231935,96.4264147346189,93.8079543645129,91.7513899192184,93.9046244094179,92.0159699832135
1.49654536019499,97.4254702328558,95.4579568867277,93.3386600767797,95.3024782797888,93.2802697801874
1.50344175807063,98.6291765468384,97.4158069231709,95.2302767891584,96.9987578046526,94.841822279641
1.51033815594627,100.059394340361,99.6756896286075,97.4130307560987,99.0140518216658,96.7230173133042
1.51723455382191,101.722854836045,102.205049123135,99.8476319477086,101.342575458605,98.91929083852
1.52413095169755,103.607457882757,104.943919545167,102.469293494404,103.947021447698,101.395189050702
1.53102734957319,105.68028178924,107.807594953475,105.191621470941,106.756759734801,104.083758343631
1.53792374744884,107.888009227385,110.693110611375,107.914067825817,109.670578130791,106.890074077845
1.54482014532448,110.160286080141,113.489416867149,110.532556474978,112.564790935695,109.699387126228
1.55171654320012,112.41613784307,116.090218801689,112.952006407935,115.306674902781,112.38962744137
1.55861294107576,114.572957440175,118.407454756037,115.098620089113,117.771815355465,114.846880252369
1.5655093389514,116.556845097291,120.382707717561,116.929377536677,119.862399884487,116.981248092341
1.57240573682704,118.312452009692,121.993907321264,118.436503183392,121.522452373971,118.739771046175
1.57930213470268,119.810246913992,123.255649154745,119.645782470357,122.746146442813,120.113312617704
1.58619853257832,121.049496278286,124.21306595721,120.609145498556,123.576909319908,121.135661341414
1.59309493045396,122.056197725351,124.93083324484,121.393333496571,124.097521236518,121.875118499274
1.5999913283296,122.876436360616,125.479972936294,122.067238138429,124.413806007747,122.42074089117
1.60688772620524,123.566712942514,125.925336118904,122.690495915766,124.635856612735,122.866475969049
1.61378412408088,124.183374439467,126.31610232161,123.305302459779,124.860720900501,123.296424885892
1.62068052195652,124.773254647472,126.680669437209,123.932508601994,125.159434862519,123.773657676963
1.62757691983216,125.367133609632,127.026269705221,124.572146229978,125.569886844108,124.333874811579
1.63447331770781,125.976885047595,127.342738238052,125.207745909571,126.095748918854,124.984166086959
1.64136971558345,126.596405988221,127.609155799844,125.81318853067,126.710813012957,125.706329673118
1.64826611345909,127.205728393279,127.801619307411,126.360408455291,127.367449026188,126.463656298868
1.65516251133473,127.777153669404,127.900221925819,126.826108668883,128.007429210255,127.209678549864
1.66205890921037,128.281880587119,127.893528990316,127.195852475665,128.573014843991,127.897122250727
1.66895530708601,128.695495577433,127.779441170947,127.46449407933,129.016104613086,128.485261040395
1.67585170496165,129.000938477012,127.562242338047,127.632805248511,129.303578767016,128.944181173353
1.68274810283729,129.188153589262,127.246613859381,127.701128209619,129.41780912805,129.255146038548
1.68964450071293,129.250476422299,126.830199836852,127.661682433745,129.352493590154,129.407192600182
1.69654089858857,129.178685007488,126.296740599221,127.491591759954,129.105180739948,129.391051665026
1.70343729646421,128.954337347372,125.611789175903,127.148709996637,128.668714042062,129.192195352812
1.71033369433985,128.544362438406,124.722614036756,126.571919016499,128.024120684847,128.785100465908
1.71723009221549,127.898802207007,123.563124423278,125.686782534929,127.137165616077,128.130625618337
1.72412649009113,126.953109434193,122.063590668991,124.416299955435,125.959986154239,127.177776957716
1.73102288796677,125.635515805261,120.163691893144,122.695142865646,124.438060939984,125.870171084568
1.73791928584242,123.878768652152,117.826276417119,120.484483482979,122.521419750726,124.156327408817
1.74481568371806,121.634197927819,115.048584855495,117.783830796021,120.177722998102,122.001761104193
1.7517120815937,118.885004785183,111.867962738406,114.636639609585,117.404007519929,119.400043760723
1.75860847946934,115.655350256254,108.360380980799,111.127952389809,114.233906332959,116.379920463668
1.76550487734498,112.012601604003,104.632010904044,107.374513425386,110.73818443749,113.006407464284
1.77240127522062,108.061853389666,100.805929414954,103.509801224063,107.01823697151,109.375357942863
1.77929767309626,103.933956306671,97.0070594399547,99.6674782475988,103.194111391439,105.602721074822
1.7861940709719,99.7699149986647,93.3484038261522,95.9665918995677,99.3899047698344,101.810974117417
1.79309046884754,95.7050680040257,89.9207457868797,92.5007985092626,95.7196433054284,98.1155718012668
1.79998686672318,91.8559100427134,86.7867899779025,89.3325370240545,92.2760800461811,94.6137641097696
1.80688326459882,88.3112134894127,83.9796847736612,86.4919749330333,89.1237182342062,91.3771590450887
1.81377966247446,85.1278480762911,81.5052302718129,83.9799086915936,86.2962911256693,88.4484064818767
1.8206760603501,82.3308005426751,79.346818792331,81.7735677684635,83.7982042289574,85.8416555558038
1.82757245822574,79.916473205853,77.4721225954372,79.8342563648311,81.6091064512961,83.5460650137058
1.83446885610138,77.8582770036916,75.8405819470902,78.1157977286478,79.6906658951553,81.5315295360692
1.84136525397703,76.1136316328383,74.4107767272665,76.5727511004604,77.994615082724,79.755777512704
1.84826165185267,74.6315813473984,73.1467987228525,75.1673870605145,76.4710997263783,78.1719901541008
1.85515804972831,73.3602637332334,72.022846782796,73.8745272283871,75.076320666091,76.7360654539526
1.86205444760395,72.2534605196925,71.0255046946077,72.6836525158976,73.7784852219748,75.4126562158163
1.86895084547959,71.2755007548865,70.1535348206154,71.5981504116528,72.5612781317723,74.1792303021599
1.87584724335523,70.4039597300941,69.4154573768405,70.6321006901536,71.4244563310209,73.0276818833355
1.88274364123087,69.6299244467169,68.8255699604667,69.805438573587,70.3816970414333,71.963437691889
1.88964003910651,68.9560187082386,68.3992921719501,69.1385637333306,69.4563378151836,71.0024512282088
1.89653643698215,68.3927814557364,68.1487533485138,68.6474469959665,68.6759883703115,70.166832410787
1.90343283485779,67.9542544287762,68.079402732168,68.3400739789252,68.0670851148111,69.4800271664855
1.91032923273343,67.6536973538233,68.1881754135411,68.2147467659977,67.6503167052057,68.962421268061
1.91722563060907,67.5002207466908,68.4634585800241,68.2604211528781,67.4375600851291,68.6280442822022
1.92412202848471,67.4968692812105,68.8868114398537,68.4589317318151,67.4306329116258,68.4827731353317
1.93101842636035,67.6403761442558,69.4361173879342,68.7886660552144,67.6218610124075,68.5241515811551
1.937914824236,67.9224983005731,70.0896049299844,69.2290071507208,67.9962062131658,68.7426924331768
1.94481122211164,68.3325699358914,70.8299968015642,69.7647051906617,68.5345013907995,69.1243275150021
1.95170761998728,68.8607022481843,71.647982814737,70.3893148073511,69.2171959843267,69.6535198865884
1.95860401786292,69.5009399871503,72.5443037680056,71.1069831866041,70.0279417804816,70.3164638631592
1.96550041573856,70.2536877939394,73.5299869800817,71.9321881316497,70.9563727526859,71.1037892845592
1.9723968136142,71.1268576945313,74.6246394070182,72.8874367044766,71.9995733718369,72.0122739904291
1.97929321148984,72.1354460197657,75.8530891916578,73.999336442015,73.1619767620496,73.0452505535713
1.98618960936548,73.2995687304482,77.2409726047493,75.2937422367173,74.4537396404364,74.2116398102794
1.99308600724112,74.6412916076235,78.810027940898,76.7908115183555,75.8879339313592,75.5238015788685
1.99998240511676,76.1808164750551,80.5738726938241,78.50077728406,77.4771083733376,76.994605115876
2.0068788029924,77.9326899103625,82.5349388704794,80.4211188108734,79.2298693556537,78.6342482303049
2.01377520086804,79.9026889027232,84.6830679790927,82.5356190220159,81.1481067538945,80.4473822892807
2.02067159874368,82.0859346004915,86.9960497769983,84.8155642364248,83.2253705384912,82.4310420369607
2.02756799661932,84.4666175212851,89.4421317966574,87.2230595326708,85.4467162557408,84.5737555578438
2.03446439449496,87.0194987353017,91.9842278409426,89.7160951111279,87.7901049114315,86.8560392963386
2.04136079237061,89.7130850777401,94.5852322190337,92.2546352042198,90.2291838096367,89.2522779641085
2.04825719024625,92.5140747922336,97.21356226295,94.8066939705787,92.7370155560808,91.7337625681457
2.05515358812189,95.3923748375507,99.8478974361949,97.3532294180366,95.2901066080944,94.2724373462644
2.06204998599753,98.3257780096366,102.480146232725,99.8908224266947,97.8719727928403,96.8447319201776
2.06894638387317,101.303344567601,105.115981549402,102.431524779686,100.47551903192,99.4347820903724
2.07584278174881,104.326715748999,107.772781607157,104.999858511735,103.103720392034,102.036412861845
2.08273917962445,107.408981126994,110.475363021863,107.627554919066,105.768433405057,104.653475042659
2.08963557750009,110.571234984575,113.250344638013,110.347066403122,108.487554872081,107.298448207588
2.09653197537573,113.837451252681,116.120231643201,113.185076129446,111.281079387554,109.989567501175
2.10342837325137,117.228658527123,119.098333721524,116.15717437231,114.166809804303,112.747013289756
2.11032477112701,120.757541717082,122.185465715429,119.264633093802,117.156517347895,115.588860973161
2.11722116900265,124.424535483161,125.369082429516,122.49386409615,120.253245235909,118.527505597328
2.12411756687829,128.216243574766,128.625115419618,125.818733795411,123.450240184881,121.567170969537
2.13101396475393,132.106655535058,131.922336077136,129.205448048144,126.731720732147,124.702921560665
2.13791036262958,136.061165203154,135.228600108062,132.619243716595,130.075384036331,127.921352503902
2.14480676050522,140.042859540057,138.517903592969,136.031705475586,133.456247744738,131.202866352026
2.15170315838086,144.020018000112,141.776910331443,139.427287441106,136.851165223916,134.525181653718
2.1585995562565,147.973371808812,145.009607966834,142.807677453128,140.243197587335,137.867492862927
2.16549595413214,151.901568580509,148.239070579019,146.193039884581,143.62502781936,141.21455900252
2.17239235200778,155.823565548048,151.505892710856,149.619830219379,147.000783918268,144.559984357414
2.17928874988342,159.777303402466,154.863554422867,153.135606439122,150.385970277939,147.908090812967
2.18618514775906,163.814823600014,158.371580875043,156.791860466978,153.805608591488,151.274050479316
2.1930815456347,167.994746251012,162.087725153449,160.636219214507,157.29105540142,154.682288570192
2.19997794351034,172.37352429258,166.060486773455,164.705395553646,160.876201793904,158.163495811553
2.20687434138598,176.997053183027,170.323134759654,169.020072188217,164.593826078192,161.750829476943
2.21377073926162,181.894087042497,174.89012880389,173.582569734252,168.472769929246,165.475988245458
2.22066713713726,187.072594357822,179.756499928393,178.377748007393,172.536387570429,169.365816269504
2.2275635350129,192.519763866364,184.900388720666,183.377135540959,176.802435622329,173.439956019239
2.23445993288854,198.205873250976,190.288533908085,188.545780660196,181.284284270429,177.709870294222
2.24135633076419,204.091653249115,195.884053055746,193.850805267853,185.9930844177,182.179330251677
2.24825272863983,210.13813461618,201.655406636893,199.270219882664,190.940357191395,186.846247241096
2.25514912651547,216.317351286631,207.585094896457,204.800369019956,196.140409269221,191.705533079913
2.26204552439111,222.621871223621,213.676539103474,210.460538348677,201.612034079128,196.752525970298
2.26894192226675,229.071135234887,219.957836539861,216.293782494766,207.379127849762,201.986438120479
2.27583832014239,235.713103468505,226.481634179233,222.363797943118,213.470098015266,207.413283490258
2.28273471801803,242.620651012041,233.321099025996,228.748446510236,219.916215908218,213.047835189739
2.28963111589367,249.883251711498,240.562666262389,235.531114765349,226.74930492389,218.9143279768
2.29652751376931,257.595419828026,248.296739854937,242.791357430707,233.999307565578,225.045828609389
2.30342391164495,265.843918123118,256.607725957097,250.596232009102,241.69230940344,231.482401200254
2.31032030952059,274.695848154243,265.564733095735,258.993488811181,249.849509121023,238.268354998925
2.31721670739623,284.189523846244,275.214076917608,268.007448414854,258.487427088411,245.448952928834
2.32411310527187,294.329639906501,285.574479661779,277.638044849523,267.619372585592,253.066977336782
2.33100950314751,305.087761537258,296.635599555566,287.86314662144,277.257888001682,261.159510511222
2.33790590102315,316.408561349748,308.360243577258,298.643869739336,287.417614807542,269.755217730295
2.3448022988988,328.221449991306,320.690256726756,309.932167720807,298.117844423097,278.87234614174
2.35169869677444,340.456286149248,333.555610782627,321.679579759309,309.383983997743,288.517592005778
2.35859509465008,353.060855331079,346.885672333585,333.845751404474,321.247315117889,298.685948197628
2.36549149252572,366.017074169637,360.621133521443,346.405333997174,333.74274652488,309.361617783971
2.37238789040136,379.352748874579,374.724808024623,359.352183397251,346.904712246444,320.520053195885
2.379284288277,393.146388822595,389.189571470749,372.700369854697,360.761864400932,332.131135247892
2.38618068615264,407.52394929283,404.042196662413,386.482226676241,375.3316604684,344.163425958227
2.39307708402828,422.648057402309,419.342597165029,400.744304051788,390.616251762014,356.589307745714
2.39997348190392,438.701753593994,435.178841584497,415.542485957767,406.601152076241,369.390668596507
2.40686987977956,455.869680182478,451.659012479154,430.937591239292,423.25792368015,382.5646345999
2.4137662776552,474.319873964452,468.901407522762,446.9925325126,440.551515061815,396.128726322273
2.42066267553084,494.189029142588,487.024679706771,463.771636856163,458.451947994122,410.124763941878
2.42755907340648,515.573533470885,506.13934908872,481.34216046336,476.948927023469,424.620896774877
2.43445547128212,538.527901838404,526.341796476029,499.777478665504,496.066908476573,439.711293269956
2.44135186915776,563.071435595504,547.711466531114,519.1610147314,515.877559514838,455.513280692822
2.44824826703341,589.202919931095,570.311624281902,539.589775940215,536.506629381735,472.162033543066
2.45514466490905,616.921878640866,594.193649451051,561.176448219794,558.13309847974,489.803232962137
2.46204106278469,646.253473317396,619.404524770596,584.049362126044,580.979854455283,508.584418262112
2.46893746066033,677.272942528257,645.996886878155,608.350219566383,605.296685143554,528.64600148984
2.47583385853597,710.125026362233,674.040779747788,634.230140909975,631.337712670044,550.113102975231
2.48273025641161,745.034468403901,703.636100985333,661.845201785732,659.336340911393,573.089476037585
2.48962665428725,782.305384614775,734.924668711633,691.353024826021,689.481381787742,597.654793103631
2.49652305216289,822.309533544186,768.100848246456,722.912051415068,721.89838788444,623.866410546062
2.50341945003853,865.465575602749,803.419732518046,756.684770604603,756.640372997656,651.766348703297
2.51031584791417,912.212662219443,841.201932284361,792.845422491075,793.691832237408,681.393567830971
2.51721224578981,962.981942309205,881.834074737401,831.591601646464,832.988847705439,712.800706312145
2.52410864366545,1018.1690358815,925.764120886395,873.157938198829,874.455676764107,746.073395159254
2.53100504154109,1078.10967088774,973.490600533544,917.828885168604,918.054574664429,781.349300075553
2.53790143941673,1143.0599770207,1025.54486040013,965.946868938708,963.841443756837,818.833445911388
2.54479783729237,1213.18265126958,1082.465498983,1017.9118815527,1012.01663902343,858.806369297687
2.55169423516802,1288.54032428705,1144.76446040415,1074.1690973186,1062.9593635392,901.622284536502
2.55859063304366,1369.09762525026,1212.88499987647,1135.18224704665,1117.23619293833,947.695600052376
2.5654870309193,1454.73316091233,1287.15319467621,1201.39220941098,1175.5786473849,997.475525275966
2.57238342879494,1545.26154267078,1367.7270934696,1273.16258247462,1238.82964427605,1051.40991887167
2.57927982667058,1640.46390042289,1454.55096022373,1350.71698261986,1307.8624550387,1109.90086565369
2.58617622454622,1740.1238484593,1547.32580762984,1434.07652809558,1383.47794739348,1173.25583892526
2.59307262242186,1844.06563239109,1645.51011821405,1523.0100191272,1466.28738898914,1241.63988226774
2.5999690202975,1952.19245664634,1748.36408166636,1617.01247881092,1556.5907545535,1315.03602529946
2.60686541817314,2064.52462171074,1855.04447582795,1715.3276995674,1654.26578037173,1393.22268228177
2.61376181604878,2181.23694184785,1964.74456143809,1817.02458577584,1758.69059961464,1475.77706416961
2.62065821392442,2302.69140318741,2076.8563547139,1921.12402396925,1868.72935589188,1562.11133441499
2.62755461180006,2429.45484688426,2191.11741342278,2026.75481865502,1982.80945666441,1651.54239704562
2.6344510096757,2562.28579785912,2307.69826655886,2133.30029416812,2099.10431836503,1743.38720437805
2.64134740755134,2702.07330755649,2427.19418151587,2240.48998009374,2215.80464004823,1837.06568659074
2.64824380542699,2849.71593519438,2550.5039395072,2348.39902759959,2331.42288038959,1932.18675204514
2.65514020330263,3005.93991774694,2678.60122217397,2457.34026117996,2445.04829375272,2028.59293960772
2.66203660117827,3171.06971485632,2812.2238867706,2567.66214587448,2556.47223119992,2126.34737668713
2.66893299905391,3344.77977304545,2951.52125291325,2679.49128414228,2666.13959515592,2225.6603827373
2.67582939692955,3525.87341325566,3095.71417048406,2792.47529927099,2774.93651645801,2326.76780051587
2.68272579480519,3712.15232600736,3242.84251970673,2905.5907852991,2883.87131435316,2429.78476463501
2.68962219268083,3900.45238412472,3389.69730808427,3017.08146412891,2993.72870248451,2534.56524687892
2.69651859055647,4086.91516944198,3532.04171586319,3124.57951860295,3104.77582112196,2640.59957175326
2.70341498843211,4267.52376805827,3665.18633325437,3225.43027354872,3216.58330061232,2746.97967392634
2.71031138630775,4438.85074633664,3784.87569967127,3317.18361216148,3328.00393423621,2852.45426471492
2.71720778418339,4598.8671716281,3888.28813186395,3398.14751653631,3437.32641313108,2955.58114496605
2.72410418205903,4747.5934474169,3974.83330724123,3467.85155600288,3542.58799243091,3054.96084091114
2.73100057993467,4887.38576298012,4046.45317743353,3527.27526330999,3641.98835504466,3149.50864833779
2.73789697781031,5022.75460964233,4107.31321248894,3578.7667279491,3734.309000793,3238.70133102539
2.74479337568595,5159.75334697066,4163.01026486171,3625.67908648193,3819.22810869063,3322.7324319066
2.7516897735616,5305.07821598651,4219.57247114357,3671.83452531241,3897.44453396343,3402.5321409238
2.75858617143724,5465.04062668742,4282.51817067978,3720.95114417431,3970.58162175702,3479.64670142155
2.76548256931288,5644.52273628351,4356.12552020825,3776.14008268425,4040.90724054337,3556.01111975791
2.77237896718852,5845.96589452781,4442.94143527537,3839.52924983021,4110.952019779,3633.67112470181
2.77927536506416,6068.43005678598,4543.49395190107,3912.02815386009,4183.11855120328,3714.51050010657
2.7861717629398,6306.83589614669,4656.17552433161,3993.23150272598,4259.35563988791,3800.02459061955
2.79306816081544,6551.64805272952,4777.3088364812,4081.4642985785,4340.94026531167,3891.16141981186
2.79996455869108,6789.39596491783,4901.4516035585,4173.98277846283,4428.38084406953,3988.23707999093
2.80686095656672,7004.39968407795,5022.00350130463,4267.34448707672,4521.43511308984,4090.92418952835
2.81375735444236,7181.71022461819,5132.11951994189,4357.93214774358,4619.22308450413,4198.30845079566
2.820653752318,7310.61229289287,5225.81274427635,4442.55952396064,4720.40585409737,4309.00403961328
2.82755015019364,7387.444115552,5298.99607647451,4519.02562706259,4823.39232508188,4421.31070270804
2.83444654806928,7416.50663232456,5350.15251264127,4586.45653508538,4926.52990013848,4533.38504137018
2.84134294594492,7408.6340402939,5380.40331020969,4645.31378591385,5028.23646943463,4643.39077261086
2.84823934382057,7378.06931873934,5392.94517537039,4697.04824891795,5127.04350283722,4749.59457300942
